snailID,population,year,snail_num,ln(gw),ln(gh),r0,h0,a0,c,shell_length,ridged,colour,tesselated,avg_thickness
W_REF_21_13a,Wave 2021,2021,13a,-2.032299688,-1.860460595,0.219333211,0.694089026,0.368393504,0.913929086,3.531551629,?,NA,NA,60
W_REF_21_14a,Wave 2021,2021,14a,-2.086569806,-1.986888039,0.194777212,0.639750144,0.363687431,1.104859953,3.460955635,1,Black,0,70
W_REF_21_15a,Wave 2021,2021,15a,-2.037039604,-1.916823147,0.231790791,0.643276937,0.35468082,1.10961448,3.28505411,0,Black,1,79
W_REF_21_16a,Wave 2021,2021,16a,-1.980658421,-1.841310984,0.267056782,0.626736029,0.369348286,1.097777676,5.624350307,?,NA,NA,134
W_REF_21_17a,Wave 2021,2021,17a,-2.171008375,-1.893121825,0.201458155,0.673253699,0.329489853,1.118445002,4.142320606,0,Black,1,93
W_REF_21_18a,Wave 2021,2021,18a,-2.021228884,-1.859127666,0.239811862,0.643612831,0.355521384,1.0926674,6.53506241,1,Black,0,166
W_REF_21_19a,Wave 2021,2021,19a,-2.075617155,-1.923010487,0.240687009,0.610690977,0.344905998,1.2375297,3.915685405,0,Black,band,76
W_REF_21_20a,Wave 2021,2021,20a,-2.004754724,-1.905893081,0.216896512,0.645425378,0.364803843,1.069531941,4.332289832,1,Black,0,127
W_REF_21_21a,Wave 2021,2021,21a,-2.103117742,-1.880500006,0.232664205,0.606587516,0.339777669,1.259174426,3.643986594,0,Black,0,62
W_REF_21_22a,Wave 2021,2021,22a,-2.185383756,-1.861462367,0.199595464,0.658547885,0.324481114,1.17026645,3.676523746,0,Black,0,80
W_REF_21_23a,Wave 2021,2021,23a,-2.124264003,-1.959957423,0.240671218,0.683381128,0.308589558,1.14107937,5.240593176,1,Black,0,127
W_REF_21_24a,Wave 2021,2021,24a,-2.036128702,-1.98281005,0.249552023,0.624715255,0.332258039,1.232972117,4.248057644,1,Black,0,97
W_REF_21_25a,Wave 2021,2021,25a,-2.014937184,-1.822198334,0.243995456,0.62403293,0.351182612,1.165878363,3.329147441,0,Black,0,76
W_REF_21_26a,Wave 2021,2021,26a,-2.037677007,-1.933068298,0.225696893,0.656863391,0.352377487,1.08031441,7.615700723,1,Black,0,282
W_REF_21_27a,Wave 2021,2021,27a,-2.169335266,-2.026074484,0.203714735,0.641278258,0.352388152,1.125485858,3.14788851,0,White,0,72
W_REF_21_28a,Wave 2021,2021,28a,-2.093460689,-1.976568298,0.237820086,0.625629697,0.342927279,1.186475768,3.5746325,1,Black,0,97
W_REF_21_29a,Wave 2021,2021,29a,-1.965857344,-1.667393745,0.190124372,0.635336794,0.416420436,0.99930015,4.125240909,?,NA,NA,140
W_REF_21_30a,Wave 2021,2021,30a,-2.019527646,-1.972044493,0.260795775,0.65983675,0.341659067,1.082930736,6.91318845,1,Beige,0,232
W_REF_21_31a,Wave 2021,2021,31a,-1.976531808,-1.907227521,0.223720307,0.606880641,0.374627102,1.171231278,4.298977991,1,Black,0,NA
W_REF_21_32a,Wave 2021,2021,32a,-2.170318302,-1.927383484,0.191973528,0.614585872,0.352223279,1.214571166,3.286852089,0,Black,band,95
W_REF_21_33a,Wave 2021,2021,33a,-2.061975976,-1.994322129,0.226603484,0.626117977,0.326180505,1.289038341,4.190540555,0,Black,1,109
W_REF_21_34a,Wave 2021,2021,34a,-2.070613011,-1.960528367,0.2397811,0.624869198,0.345814147,1.212344598,3.593624664,1,Black,0,76
W_REF_21_35a,Wave 2021,2021,35a,-1.941808286,-1.828674669,0.22707938,0.601986978,0.379495602,1.138751619,3.341667117,1,Black,0,72
W_REF_21_36a,Wave 2021,2021,36a,-2.147736357,-1.894510586,0.223779192,0.650944863,0.334982134,1.164958983,6.523335274,0,Beige,0,155
W_REF_21_37a,Wave 2021,2021,37a,-2.100989417,-1.962390169,0.238597763,0.6887195,0.308953072,1.124557882,4.184331286,?,NA,NA,88
W_REF_21_38a,Wave 2021,2021,38a,-2.063727995,-1.929989565,0.24816429,0.615750879,0.325907364,1.290113096,3.703787288,0,Black,0,74
W_REF_21_39a,Wave 2021,2021,39a,-2.116578131,-2.089577724,0.263250892,0.659075817,0.304501901,1.261960206,7.599730116,1,Black,0,200
W_REF_21_40a,Wave 2021,2021,40a,-2.029017109,-1.898499564,0.212260486,0.644918316,0.34680221,1.126811831,3.761195592,0,Black,0,91
W_REF_21_41a,Wave 2021,2021,41a,-2.117931935,-2.002411458,0.223054952,0.602886054,0.322200443,1.355328707,3.088922393,?,NA,NA,64
W_REF_21_42a,Wave 2021,2021,42a,-2.100407742,-1.843860161,0.22634979,0.658100383,0.353429257,1.069128476,2.994866106,0,Black,band?,84
W_REF_21_43a,Wave 2021,2021,43a,-1.996490965,-1.812652151,0.194252534,0.624226261,0.381028325,1.110734368,3.619560238,1,Black,1,76
W_REF_21_44a,Wave 2021,2021,44a,-2.087984763,-1.997200668,0.212595398,0.659460733,0.335570974,1.133208016,3.702863525,1,Black,0,NA
W_REF_21_45a,Wave 2021,2021,45a,-2.071617343,-1.998758497,0.198516175,0.628559418,0.360538656,1.14285219,3.779108768,0,Black,1,83
W_REF_21_46a,Wave 2021,2021,46a,-2.115912746,-1.962712068,0.228319585,0.634953235,0.326382991,1.211507344,3.612595869,0,Olive,1,114
W_REF_21_47a,Wave 2021,2021,47a,-1.914113525,-1.794336365,0.223480791,0.620858505,0.371649182,1.146562714,3.288110009,0,Black,1,80
W_REF_21_48a,Wave 2021,2021,48a,-2.079956463,-1.927323295,0.248810483,0.638405777,0.339100177,1.154913293,3.437325291,0,Brown,0,93
W_REF_21_49a,Wave 2021,2021,49a,-2.036350094,-2.004226686,0.222714416,0.640907609,0.332569095,1.18319135,3.944409302,1,NA,NA,103
W_REF_21_50a,Wave 2021,2021,50a,-2.103611389,-1.902999463,0.15526105,0.627419817,0.397762694,1.084906946,3.9501174,1,Olive,0,105
