Inversion Individual Karyotype
LGC1.2 P38-B02-Plate-38-ExpSkerry-004.GT 1
LGC1.2 P38-B04-Plate-38-RefW-073.GT 1
LGC1.2 P38-B05-Plate-38-ExpSkerry-036.GT 1
LGC1.2 P38-C02-Plate-38-ExpSkerry-045.GT 1
LGC1.2 P38-C03-Plate-38-DonCrab-139.GT 1
LGC1.2 P38-C04-Plate-38-RefW-087.GT 1
LGC1.2 P38-C06-Plate-38-RefW-082.GT 1
LGC1.2 P38-D01-Plate-38-ExpSkerry-025.GT 1
LGC1.2 P38-D02-Plate-38-ExpSkerry-026.GT 1
LGC1.2 P38-D05-Plate-38-RefW-077.GT 1
LGC1.2 P38-E01-Plate-38-ExpSkerry-003.GT 1
LGC1.2 P38-E02-Plate-38-ExpSkerry-027.GT 1
LGC1.2 P38-E03-Plate-38-RefW-070.GT 1
LGC1.2 P38-E04-Plate-38-ExpSkerry-008.GT 1
LGC1.2 P38-E05-Plate-38-ExpSkerry-018.GT 1
LGC1.2 P38-E06-Plate-38-RefW-086.GT 1
LGC1.2 P38-F01-Plate-38-RefW-059.GT 1
LGC1.2 P38-F04-Plate-38-ExpSkerry-007.GT 1
LGC1.2 P38-F05-Plate-38-RefW-083.GT 1
LGC1.2 P38-F06-Plate-38-RefW-074.GT 1
LGC1.2 P38-G01-Plate-38-DonCrab-110.GT 1
LGC1.2 P38-G02-Plate-38-RefW-101.GT 1
LGC1.2 P38-H01-Plate-38-RefW-099.GT 1
LGC1.2 P39-A02-Plate-39-ExpSkerry-021.GT 1
LGC1.2 P39-A05-Plate-39-ExpSkerry-020.GT 1
LGC1.2 P39-A06-Plate-39-DonCrab-112.GT 1
LGC1.2 P39-B03-Plate-39-RefW-089.GT 1
LGC1.2 P39-B04-Plate-39-ExpSkerry-040.GT 1
LGC1.2 P39-B05-Plate-39-ExpSkerry-034.GT 1
LGC1.2 P39-B06-Plate-39-ExpSkerry-049.GT 1
LGC1.2 P39-C02-Plate-39-ExpSkerry-035.GT 1
LGC1.2 P39-C04-Plate-39-ExpSkerry-033.GT 1
LGC1.2 P39-C05-Plate-39-RefW-066.GT 1
LGC1.2 P39-D02-Plate-39-DonCrab-148.GT 1
LGC1.2 P39-D04-Plate-39-DonCrab-149.GT 1
LGC1.2 P39-D05-Plate-39-RefW-094.GT 1
LGC1.2 P39-D06-Plate-39-RefW-072.GT 1
LGC1.2 P39-E02-Plate-39-RefW-054.GT 1
LGC1.2 P39-E03-Plate-39-RefW-095.GT 1
LGC1.2 P39-E04-Plate-39-DonCrab-144.GT 1
LGC1.2 P39-E06-Plate-39-RefW-067.GT 1
LGC1.2 P39-F02-Plate-39-ExpSkerry-024.GT 1
LGC1.2 P39-F03-Plate-39-RefW-055.GT 1
LGC1.2 P39-F05-Plate-39-RefW-064.GT 1
LGC1.2 P39-F06-Plate-39-RefW-071.GT 1
LGC1.2 P39-G01-Plate-39-RefW-078.GT 1
LGC1.2 P39-G02-Plate-39-ExpSkerry-048.GT 1
LGC1.2 P39-G03-Plate-39-DonCrab-119.GT 1
LGC1.2 P39-G05-Plate-39-DonCrab-128.GT 1
LGC1.2 P39-H01-Plate-39-RefW-075.GT 1
LGC1.2 P39-H03-Plate-39-ExpSkerry-047.GT 1
LGC1.2 P39-H06-Plate-39-RefW-098.GT 1
LGC1.2 P40-A02-Plate-40-DonCrab-140.GT 1
LGC1.2 P40-A03-Plate-40-DonCrab-116.GT 1
LGC1.2 P40-A05-Plate-40-DonCrab-152.GT 1
LGC1.2 P40-B01-Plate-40-RefW-081.GT 1
LGC1.2 P40-C02-Plate-40-RefW-096.GT 1
LGC1.2 P40-C03-Plate-40-ExpSkerry-039.GT 1
LGC1.2 P40-C04-Plate-40-RefW-093.GT 1
LGC1.2 P40-C05-Plate-40-ExpSkerry-046.GT 1
LGC1.2 P40-D01-Plate-40-DonCrab-145.GT 1
LGC1.2 P40-D02-Plate-40-RefW-084.GT 1
LGC1.2 P40-D03-Plate-40-ExpSkerry-028.GT 1
LGC1.2 P40-D05-Plate-40-DonCrab-107.GT 1
LGC1.2 P40-E02-Plate-40-DonCrab-109.GT 1
LGC1.2 P40-F01-Plate-40-ExpSkerry-013.GT 1
LGC1.2 P40-F02-Plate-40-RefW-058.GT 1
LGC1.2 P40-F03-Plate-40-ExpSkerry-011.GT 1
LGC1.2 P40-F04-Plate-40-RefW-062.GT 1
LGC1.2 P40-F05-Plate-40-RefW-085.GT 1
LGC1.2 P40-G01-Plate-40-RefW-060.GT 1
LGC1.2 P40-G02-Plate-40-ExpSkerry-041.GT 1
LGC1.2 P40-G03-Plate-40-RefW-057.GT 1
LGC1.2 P40-G04-Plate-40-ExpSkerry-023.GT 1
LGC1.2 P40-G05-Plate-40-DonCrab-134.GT 1
LGC1.2 P41-B03-Plate-41-DonCrab-128.GT 1
LGC1.2 P41-D02-Plate-41-RefW-075.GT 1
LGC1.2 P41-G02-Plate-41-ExpSkerry-013.GT 1
LGC1.2 P01-A05-SKR-05-33.GT 1
LGC1.2 P01-A01-SKR-05-01.GT 1
LGC1.2 P03-H01-W-REF-21-53.GT 1
LGC1.2 P01-C11-SRK-21-E45.GT 1
LGC1.2 P36-A12-Plate-36-ExpSkerry-029.GT 1
LGC1.2 P03-C08-DO-21-26.GT 1
LGC1.2 P02-F11-W-REF-21-35.GT 2
LGC1.2 P38-B06-Plate-38-DonCrab-111.GT 2
LGC1.2 P02-D12-W-REF-21-41.GT 2
LGC1.2 P02-E12-W-REF-21-42.GT 2
LGC1.2 P40-C01-Plate-40-DonCrab-122.GT 2
LGC1.2 P01-H05-SRK-21-E02.GT 2
LGC1.2 P02-E11-W-REF-21-34.GT 2
LGC1.2 P02-B11-W-REF-21-31.GT 2
LGC1.2 P01-C12-SRK-21-E53.GT 2
LGC1.2 P01-H06-SRK-21-E10.GT 2
LGC1.2 P03-B09-DO-21-33.GT 2
LGC1.2 P01-B04-SKR-05-26.GT 2
LGC1.2 P01-B05-SKR-05-34.GT 2
LGC1.2 P01-B07-SRK-21-E12.GT 2
LGC1.2 P01-B10-SRK-21-E36.GT 2
LGC1.2 P01-C08-SRK-21-E21.GT 2
LGC1.2 P01-D01-SKR-05-04.GT 2
LGC1.2 P01-D06-SRK-21-E06.GT 2
LGC1.2 P01-D09-SRK-21-E30.GT 2
LGC1.2 P01-E01-SKR-05-05.GT 2
LGC1.2 P01-E02-SKR-05-13.GT 2
LGC1.2 P01-E07-SRK-21-E15.GT 2
LGC1.2 P01-E09-SRK-21-E31.GT 2
LGC1.2 P01-E11-SRK-21-E47.GT 2
LGC1.2 P01-F03-SKR-05-22.GT 2
LGC1.2 P01-F05-SKR-05-38.GT 2
LGC1.2 P01-G10-SRK-21-E41.GT 2
LGC1.2 P01-H02-SKR-05-16.GT 2
LGC1.2 P01-H04-SKR-05-32.GT 2
LGC1.2 P02-C11-W-REF-21-32.GT 2
LGC1.2 P02-E10-W-REF-21-26.GT 2
LGC1.2 P02-F09-W-REF-21-19.GT 2
LGC1.2 P02-F12-W-REF-21-43.GT 2
LGC1.2 P02-G07-W-REF-21-04.GT 2
LGC1.2 P02-H07-W-REF-21-05.GT 2
LGC1.2 P02-H08-W-REF-21-13.GT 2
LGC1.2 P03-A03-DO-92-09.GT 2
LGC1.2 P03-A04-DO-92-17.GT 2
LGC1.2 P03-A05-DO-92-25.GT 2
LGC1.2 P03-A10-DO-21-40.GT 2
LGC1.2 P03-B10-DO-21-41.GT 2
LGC1.2 P03-C02-DO-92-03.GT 2
LGC1.2 P03-C05-DO-21-02.GT 2
LGC1.2 P03-C07-DO-21-18.GT 2
LGC1.2 P03-D02-DO-92-04.GT 2
LGC1.2 P03-D05-DO-21-03.GT 2
LGC1.2 P03-D07-DO-21-19.GT 2
LGC1.2 P03-D08-DO-21-27.GT 2
LGC1.2 P03-D09-DO-21-35.GT 2
LGC1.2 P03-D11-DO-21-51.GT 2
LGC1.2 P03-E08-DO-21-28.GT 2
LGC1.2 P03-E09-DO-21-36.GT 2
LGC1.2 P03-E10-DO-21-44.GT 2
LGC1.2 P03-F02-DO-92-06.GT 2
LGC1.2 P03-F06-DO-21-13.GT 2
LGC1.2 P03-F07-DO-21-21.GT 2
LGC1.2 P03-F09-DO-21-37.GT 2
LGC1.2 P03-H02-DO-92-08.GT 2
LGC1.2 P03-H03-DO-92-16.GT 2
LGC1.2 P03-H06-DO-21-15.GT 2
LGC1.2 P03-H07-DO-21-23.GT 2
LGC1.2 P36-B12-Plate-36-DonCrab-118.GT 2
LGC1.2 P36-D10-Plate-36-DonCrab-105.GT 2
LGC1.2 P36-D11-Plate-36-DonCrab-153.GT 2
LGC1.2 P36-E11-Plate-36-DonCrab-121.GT 2
LGC1.2 P38-A03-Plate-38-DonCrab-136.GT 2
LGC1.2 P38-B03-Plate-38-ExpSkerry-005.GT 2
LGC1.2 P38-C01-Plate-38-ExpSkerry-014.GT 2
LGC1.2 P38-D03-Plate-38-ExpSkerry-017.GT 2
LGC1.2 P38-D04-Plate-38-DonCrab-104.GT 2
LGC1.2 P38-D06-Plate-38-RefW-090.GT 2
LGC1.2 P38-F03-Plate-38-ExpSkerry-006.GT 2
LGC1.2 P38-G03-Plate-38-DonCrab-123.GT 2
LGC1.2 P38-G04-Plate-38-DonCrab-137.GT 2
LGC1.2 P38-G05-Plate-38-ExpSkerry-030.GT 2
LGC1.2 P38-H02-Plate-38-ExpSkerry-031.GT 2
LGC1.2 P38-H04-Plate-38-ExpSkerry-001.GT 2
LGC1.2 P38-H05-Plate-38-RefW-097.GT 2
LGC1.2 P38-H06-Plate-38-RefW-076.GT 2
LGC1.2 P39-A03-Plate-39-ExpSkerry-015.GT 2
LGC1.2 P39-A04-Plate-39-ExpSkerry-009.GT 2
LGC1.2 P39-B01-Plate-39-ExpSkerry-019.GT 2
LGC1.2 P39-B02-Plate-39-DonCrab-108.GT 2
LGC1.2 P39-C01-Plate-39-RefW-065.GT 2
LGC1.2 P39-C06-Plate-39-DonCrab-135.GT 2
LGC1.2 P39-D01-Plate-39-DonCrab-124.GT 2
LGC1.2 P39-D03-Plate-39-DonCrab-147.GT 2
LGC1.2 P39-E05-Plate-39-DonCrab-146.GT 2
LGC1.2 P39-G04-Plate-39-ExpSkerry-043.GT 2
LGC1.2 P39-G06-Plate-39-DonCrab-113.GT 2
LGC1.2 P39-H02-Plate-39-RefW-091.GT 2
LGC1.2 P39-H04-Plate-39-ExpSkerry-002.GT 2
LGC1.2 P40-A04-Plate-40-DonCrab-141.GT 2
LGC1.2 P40-B02-Plate-40-DonCrab-117.GT 2
LGC1.2 P40-B03-Plate-40-DonCrab-125.GT 2
LGC1.2 P40-B05-Plate-40-ExpSkerry-010.GT 2
LGC1.2 P40-D04-Plate-40-DonCrab-150.GT 2
LGC1.2 P40-E01-Plate-40-DonCrab-138.GT 2
LGC1.2 P40-E03-Plate-40-DonCrab-120.GT 2
LGC1.2 P40-E04-Plate-40-DonCrab-114.GT 2
LGC1.2 P40-E05-Plate-40-DonCrab-130.GT 2
LGC1.2 P40-H01-Plate-40-ExpSkerry-044.GT 2
LGC1.2 P40-H03-Plate-40-ExpSkerry-042.GT 2
LGC1.2 P41-G01-Plate-41-DonCrab-120.GT 2
LGC1.2 P41-H03-Plate-41-DonCrab-147.GT 2
LGC1.2 P01-A04-SKR-05-25.GT 2
LGC1.2 P01-A06-SRK-21-E03.GT 2
LGC1.2 P02-A08-W-REF-21-06.GT 2
LGC1.2 P02-C12-W-REF-21-40.GT 2
LGC1.2 P02-F07-W-REF-21-03.GT 2
LGC1.2 P02-F08-W-REF-21-11.GT 2
LGC1.2 P02-G12-W-REF-21-44.GT 2
LGC1.2 P03-B01-W-REF-21-47.GT 2
LGC1.2 P03-C01-W-REF-21-48.GT 2
LGC1.2 P40-H02-Plate-40-ExpSkerry-038.GT 2
LGC1.2 P02-D09-W-REF-21-17.GT 3
LGC1.2 P01-H03-SKR-05-24.GT 3
LGC1.2 P03-F03-DO-92-14.GT 3
LGC1.2 P01-E06-SRK-21-E07.GT 3
LGC1.2 P01-F11-SRK-21-E48.GT 3
LGC1.2 P02-E09-W-REF-21-18.GT 3
LGC1.2 P03-A06-DO-21-08.GT 3
LGC1.2 P03-A07-DO-21-16.GT 3
LGC1.2 P03-A11-DO-21-48.GT 3
LGC1.2 P03-C06-DO-21-10.GT 3
LGC1.2 P03-C09-DO-21-34.GT 3
LGC1.2 P03-D10-DO-21-43.GT 3
LGC1.2 P03-E02-DO-92-05.GT 3
LGC1.2 P03-G08-DO-21-30.GT 3
LGC1.2 P03-H04-DO-92-24.GT 3
LGC1.2 P03-H08-DO-21-31.GT 3
LGC1.2 P36-C11-Plate-36-DonCrab-142.GT 3
LGC1.2 P38-C05-Plate-38-ExpSkerry-051.GT 3
LGC1.2 P38-F02-Plate-38-DonCrab-131.GT 3
LGC1.2 P38-G06-Plate-38-DonCrab-127.GT 3
LGC1.2 P38-H03-Plate-38-ExpSkerry-016.GT 3
LGC1.2 P39-C03-Plate-39-DonCrab-103.GT 3
LGC1.2 P39-E01-Plate-39-DonCrab-133.GT 3
LGC1.2 P39-F01-Plate-39-ExpSkerry-037.GT 3
LGC1.2 P39-F04-Plate-39-DonCrab-151.GT 3
LGC1.2 P39-H05-Plate-39-RefW-052.GT 3
LGC1.2 P40-B04-Plate-40-DonCrab-106.GT 3
LGC1.2 P40-H04-Plate-40-DonCrab-143.GT 3
LGC2.1 P01-B11-SRK-21-E44.GT 1
LGC2.1 P01-C02-SKR-05-11.GT 1
LGC2.1 P01-C03-SKR-05-19.GT 1
LGC2.1 P01-D01-SKR-05-04.GT 1
LGC2.1 P01-D04-SKR-05-28.GT 1
LGC2.1 P01-D05-SKR-05-36.GT 1
LGC2.1 P01-D07-SRK-21-E14.GT 1
LGC2.1 P01-E01-SKR-05-05.GT 1
LGC2.1 P01-E02-SKR-05-13.GT 1
LGC2.1 P01-F08-SRK-21-E24.GT 1
LGC2.1 P01-G04-SKR-05-31.GT 1
LGC2.1 P01-H09-SRK-21-E34.GT 1
LGC2.1 P02-D08-W-REF-21-09.GT 1
LGC2.1 P02-F08-W-REF-21-11.GT 1
LGC2.1 P02-G10-W-REF-21-28.GT 1
LGC2.1 P02-H10-W-REF-21-29.GT 1
LGC2.1 P03-A10-DO-21-40.GT 1
LGC2.1 P03-B01-W-REF-21-47.GT 1
LGC2.1 P03-B02-DO-92-02.GT 1
LGC2.1 P03-C07-DO-21-18.GT 1
LGC2.1 P03-E06-DO-21-12.GT 1
LGC2.1 P03-F09-DO-21-37.GT 1
LGC2.1 P03-F10-DO-21-45.GT 1
LGC2.1 P03-H03-DO-92-16.GT 1
LGC2.1 P03-H04-DO-92-24.GT 1
LGC2.1 P38-A03-Plate-38-DonCrab-136.GT 1
LGC2.1 P38-B02-Plate-38-ExpSkerry-004.GT 1
LGC2.1 P38-E03-Plate-38-RefW-070.GT 1
LGC2.1 P38-E04-Plate-38-ExpSkerry-008.GT 1
LGC2.1 P38-F01-Plate-38-RefW-059.GT 1
LGC2.1 P38-F04-Plate-38-ExpSkerry-007.GT 1
LGC2.1 P38-F06-Plate-38-RefW-074.GT 1
LGC2.1 P39-A05-Plate-39-ExpSkerry-020.GT 1
LGC2.1 P39-C05-Plate-39-RefW-066.GT 1
LGC2.1 P39-D05-Plate-39-RefW-094.GT 1
LGC2.1 P39-F03-Plate-39-RefW-055.GT 1
LGC2.1 P40-E04-Plate-40-DonCrab-114.GT 1
LGC2.1 P40-F03-Plate-40-ExpSkerry-011.GT 1
LGC2.1 P40-F05-Plate-40-RefW-085.GT 1
LGC2.1 P40-G03-Plate-40-RefW-057.GT 1
LGC2.1 P40-H01-Plate-40-ExpSkerry-044.GT 1
LGC2.1 P40-H04-Plate-40-DonCrab-143.GT 1
LGC2.1 P01-A04-SKR-05-25.GT 1
LGC2.1 P01-A11-SRK-21-E43.GT 1
LGC2.1 P01-A09-SRK-21-E27.GT 1
LGC2.1 P01-B08-SRK-21-E20.GT 1
LGC2.1 P01-B10-SRK-21-E36.GT 1
LGC2.1 P01-E03-SKR-05-21.GT 1
LGC2.1 P01-E05-SKR-05-37.GT 1
LGC2.1 P01-F02-SKR-05-14.GT 1
LGC2.1 P01-G06-SRK-21-E09.GT 1
LGC2.1 P01-G10-SRK-21-E41.GT 1
LGC2.1 P02-A08-W-REF-21-06.GT 1
LGC2.1 P02-A11-W-REF-21-30.GT 1
LGC2.1 P02-A12-W-REF-21-38.GT 1
LGC2.1 P02-B10-W-REF-21-23.GT 1
LGC2.1 P02-B12-W-REF-21-39.GT 1
LGC2.1 P02-C11-W-REF-21-32.GT 1
LGC2.1 P02-D09-W-REF-21-17.GT 1
LGC2.1 P02-F07-W-REF-21-03.GT 1
LGC2.1 P03-E07-DO-21-20.GT 1
LGC2.1 P36-A12-Plate-36-ExpSkerry-029.GT 1
LGC2.1 P36-C10-Plate-36-RefW-088.GT 1
LGC2.1 P36-F10-Plate-36-RefW-061.GT 1
LGC2.1 P36-G10-Plate-36-RefW-079.GT 1
LGC2.1 P36-G12-Plate-36-ExpSkerry-032.GT 1
LGC2.1 P38-A05-Plate-38-ExpSkerry-022.GT 1
LGC2.1 P38-A06-Plate-38-ExpSkerry-050.GT 1
LGC2.1 P38-C01-Plate-38-ExpSkerry-014.GT 1
LGC2.1 P38-C02-Plate-38-ExpSkerry-045.GT 1
LGC2.1 P38-C04-Plate-38-RefW-087.GT 1
LGC2.1 P38-C05-Plate-38-ExpSkerry-051.GT 1
LGC2.1 P38-C06-Plate-38-RefW-082.GT 1
LGC2.1 P38-D01-Plate-38-ExpSkerry-025.GT 1
LGC2.1 P38-E05-Plate-38-ExpSkerry-018.GT 1
LGC2.1 P38-E06-Plate-38-RefW-086.GT 1
LGC2.1 P38-H03-Plate-38-ExpSkerry-016.GT 1
LGC2.1 P38-H04-Plate-38-ExpSkerry-001.GT 1
LGC2.1 P39-A02-Plate-39-ExpSkerry-021.GT 1
LGC2.1 P39-A03-Plate-39-ExpSkerry-015.GT 1
LGC2.1 P39-B01-Plate-39-ExpSkerry-019.GT 1
LGC2.1 P39-B03-Plate-39-RefW-089.GT 1
LGC2.1 P39-B06-Plate-39-ExpSkerry-049.GT 1
LGC2.1 P39-C01-Plate-39-RefW-065.GT 1
LGC2.1 P39-E06-Plate-39-RefW-067.GT 1
LGC2.1 P40-A05-Plate-40-DonCrab-152.GT 1
LGC2.1 P40-F01-Plate-40-ExpSkerry-013.GT 1
LGC2.1 P41-G02-Plate-41-ExpSkerry-013.GT 1
LGC2.1 P01-H11-SRK-21-E50.GT 1
LGC2.1 P03-E08-DO-21-28.GT 1
LGC2.1 P40-G01-Plate-40-RefW-060.GT 1
LGC2.1 P01-A08-SRK-21-E19.GT 1
LGC2.1 P01-B07-SRK-21-E12.GT 1
LGC2.1 P01-C05-SKR-05-35.GT 1
LGC2.1 P01-C06-SRK-21-E05.GT 1
LGC2.1 P01-C07-SRK-21-E13.GT 1
LGC2.1 P01-C11-SRK-21-E45.GT 1
LGC2.1 P01-C12-SRK-21-E53.GT 1
LGC2.1 P01-D08-SRK-21-E22.GT 1
LGC2.1 P01-D10-SRK-21-E38.GT 1
LGC2.1 P01-E07-SRK-21-E15.GT 1
LGC2.1 P01-E09-SRK-21-E31.GT 1
LGC2.1 P01-F07-SRK-21-E16.GT 1
LGC2.1 P01-F11-SRK-21-E48.GT 1
LGC2.1 P01-G05-SRK-21-E01.GT 1
LGC2.1 P01-H01-SKR-05-08.GT 1
LGC2.1 P01-H02-SKR-05-16.GT 1
LGC2.1 P01-H08-SRK-21-E26.GT 1
LGC2.1 P02-B08-W-REF-21-07.GT 1
LGC2.1 P02-B11-W-REF-21-31.GT 1
LGC2.1 P02-D10-W-REF-21-25.GT 1
LGC2.1 P02-E10-W-REF-21-26.GT 1
LGC2.1 P02-F09-W-REF-21-19.GT 1
LGC2.1 P02-H08-W-REF-21-13.GT 1
LGC2.1 P03-C01-W-REF-21-48.GT 1
LGC2.1 P36-G11-Plate-36-RefW-092.GT 1
LGC2.1 P38-B03-Plate-38-ExpSkerry-005.GT 1
LGC2.1 P38-D06-Plate-38-RefW-090.GT 1
LGC2.1 P38-H05-Plate-38-RefW-097.GT 1
LGC2.1 P39-C02-Plate-39-ExpSkerry-035.GT 1
LGC2.1 P39-E02-Plate-39-RefW-054.GT 1
LGC2.1 P39-F01-Plate-39-ExpSkerry-037.GT 1
LGC2.1 P39-F06-Plate-39-RefW-071.GT 1
LGC2.1 P40-B05-Plate-40-ExpSkerry-010.GT 1
LGC2.1 P40-G02-Plate-40-ExpSkerry-041.GT 1
LGC2.1 P40-G04-Plate-40-ExpSkerry-023.GT 1
LGC2.1 P01-A07-SRK-21-E11.GT 1
LGC2.1 P03-F08-DO-21-29.GT 1
LGC2.1 P36-D11-Plate-36-DonCrab-153.GT 1
LGC2.1 P39-D03-Plate-39-DonCrab-147.GT 1
LGC2.1 P41-H03-Plate-41-DonCrab-147.GT 1
LGC2.1 P01-A02-SKR-05-09.GT 1
LGC2.1 P01-D09-SRK-21-E30.GT 1
LGC2.1 P01-D11-SRK-21-E46.GT 1
LGC2.1 P02-F10-W-REF-21-27.GT 1
LGC2.1 P39-A04-Plate-39-ExpSkerry-009.GT 1
LGC2.1 P01-E10-SRK-21-E39.GT 1
LGC2.1 P01-G07-SRK-21-E17.GT 1
LGC2.1 P38-A02-Plate-38-RefW-102.GT 1
LGC2.1 P38-D04-Plate-38-DonCrab-104.GT 1
LGC2.1 P38-F03-Plate-38-ExpSkerry-006.GT 1
LGC2.1 P38-F05-Plate-38-RefW-083.GT 1
LGC2.1 P38-H02-Plate-38-ExpSkerry-031.GT 1
LGC2.1 P39-E04-Plate-39-DonCrab-144.GT 1
LGC2.1 P39-G02-Plate-39-ExpSkerry-048.GT 1
LGC2.1 P40-C02-Plate-40-RefW-096.GT 1
LGC2.1 P01-A12-SRK-21-E51.GT 1
LGC2.1 P03-D10-DO-21-43.GT 1
LGC2.1 P40-C04-Plate-40-RefW-093.GT 1
LGC2.1 P01-F01-SKR-05-06.GT 1
LGC2.1 P01-H03-SKR-05-24.GT 1
LGC2.1 P02-C09-W-REF-21-16.GT 1
LGC2.1 P02-C12-W-REF-21-40.GT 1
LGC2.1 P02-D12-W-REF-21-41.GT 1
LGC2.1 P02-F11-W-REF-21-35.GT 1
LGC2.1 P38-E01-Plate-38-ExpSkerry-003.GT 1
LGC2.1 P38-G05-Plate-38-ExpSkerry-030.GT 1
LGC2.1 P39-C04-Plate-39-ExpSkerry-033.GT 1
LGC2.1 P39-H03-Plate-39-ExpSkerry-047.GT 1
LGC2.1 P39-H04-Plate-39-ExpSkerry-002.GT 1
LGC2.1 P01-C08-SRK-21-E21.GT 1
LGC2.1 P01-B06-SRK-21-E04.GT 1
LGC2.1 P02-E08-W-REF-21-10.GT 1
LGC2.1 P36-E12-Plate-36-RefW-069.GT 1
LGC2.1 P38-B04-Plate-38-RefW-073.GT 1
LGC2.1 P39-F05-Plate-39-RefW-064.GT 1
LGC2.1 P39-H05-Plate-39-RefW-052.GT 1
LGC2.1 P01-F10-SRK-21-E40.GT 1
LGC2.1 P39-E03-Plate-39-RefW-095.GT 1
LGC2.1 P02-A10-W-REF-21-22.GT 1
LGC2.1 P39-D06-Plate-39-RefW-072.GT 1
LGC2.1 P02-H12-W-REF-21-45.GT 1
LGC2.1 P36-A11-Plate-36-RefW-100.GT 1
LGC2.1 P36-E10-Plate-36-RefW-063.GT 1
LGC2.1 P38-B01-Plate-38-RefW-080.GT 1
LGC2.1 P38-H06-Plate-38-RefW-076.GT 1
LGC2.1 P02-E12-W-REF-21-42.GT 2
LGC2.1 P01-H05-SRK-21-E02.GT 2
LGC2.1 P02-A09-W-REF-21-14.GT 2
LGC2.1 P02-H09-W-REF-21-21.GT 2
LGC2.1 P02-G12-W-REF-21-44.GT 2
LGC2.1 P02-H11-W-REF-21-37.GT 2
LGC2.1 P03-C06-DO-21-10.GT 2
LGC2.1 P40-B03-Plate-40-DonCrab-125.GT 2
LGC2.1 P39-G04-Plate-39-ExpSkerry-043.GT 2
LGC2.1 P02-F12-W-REF-21-43.GT 2
LGC2.1 P02-E07-W-REF-21-02.GT 2
LGC2.1 P38-D05-Plate-38-RefW-077.GT 2
LGC2.1 P01-B01-SKR-05-02.GT 2
LGC2.1 P01-F09-SRK-21-E32.GT 2
LGC2.1 P40-B01-Plate-40-RefW-081.GT 2
LGC2.1 P40-E03-Plate-40-DonCrab-120.GT 2
LGC2.1 P41-G01-Plate-41-DonCrab-120.GT 2
LGC2.1 P03-D09-DO-21-35.GT 2
LGC2.1 P03-D11-DO-21-51.GT 2
LGC2.1 P39-G06-Plate-39-DonCrab-113.GT 2
LGC2.1 P40-A02-Plate-40-DonCrab-140.GT 2
LGC2.1 P02-C08-W-REF-21-08.GT 2
LGC2.1 P38-G02-Plate-38-RefW-101.GT 2
LGC2.1 P01-E06-SRK-21-E07.GT 2
LGC2.1 P02-G08-W-REF-21-12.GT 2
LGC2.1 P03-H05-DO-21-07.GT 2
LGC2.1 P36-C11-Plate-36-DonCrab-142.GT 2
LGC2.1 P36-E11-Plate-36-DonCrab-121.GT 2
LGC2.1 P39-G03-Plate-39-DonCrab-119.GT 2
LGC2.1 P38-D02-Plate-38-ExpSkerry-026.GT 2
LGC2.1 P01-A05-SKR-05-33.GT 2
LGC2.1 P01-B02-SKR-05-10.GT 2
LGC2.1 P01-B04-SKR-05-26.GT 2
LGC2.1 P01-D02-SKR-05-12.GT 2
LGC2.1 P01-E11-SRK-21-E47.GT 2
LGC2.1 P01-F03-SKR-05-22.GT 2
LGC2.1 P01-G02-SKR-05-15.GT 2
LGC2.1 P01-G11-SRK-21-E49.GT 2
LGC2.1 P01-H04-SKR-05-32.GT 2
LGC2.1 P01-H06-SRK-21-E10.GT 2
LGC2.1 P01-H10-SRK-21-E42.GT 2
LGC2.1 P02-E11-W-REF-21-34.GT 2
LGC2.1 P02-G09-W-REF-21-20.GT 2
LGC2.1 P03-A04-DO-92-17.GT 2
LGC2.1 P03-A05-DO-92-25.GT 2
LGC2.1 P03-A06-DO-21-08.GT 2
LGC2.1 P03-A11-DO-21-48.GT 2
LGC2.1 P03-B03-DO-92-10.GT 2
LGC2.1 P03-B04-DO-92-18.GT 2
LGC2.1 P03-B06-DO-21-09.GT 2
LGC2.1 P03-B11-DO-21-49.GT 2
LGC2.1 P03-C03-DO-92-11.GT 2
LGC2.1 P03-C04-DO-92-19.GT 2
LGC2.1 P03-C05-DO-21-02.GT 2
LGC2.1 P03-C09-DO-21-34.GT 2
LGC2.1 P03-C10-DO-21-42.GT 2
LGC2.1 P03-D01-W-REF-21-49.GT 2
LGC2.1 P03-D03-DO-92-12.GT 2
LGC2.1 P03-D04-DO-92-20.GT 2
LGC2.1 P03-D05-DO-21-03.GT 2
LGC2.1 P03-D07-DO-21-19.GT 2
LGC2.1 P03-E01-W-REF-21-50.GT 2
LGC2.1 P03-E03-DO-92-13.GT 2
LGC2.1 P03-F01-W-REF-21-51.GT 2
LGC2.1 P03-F03-DO-92-14.GT 2
LGC2.1 P03-F04-DO-92-22.GT 2
LGC2.1 P03-G03-DO-92-15.GT 2
LGC2.1 P03-G04-DO-92-23.GT 2
LGC2.1 P03-G08-DO-21-30.GT 2
LGC2.1 P03-H02-DO-92-08.GT 2
LGC2.1 P03-H06-DO-21-15.GT 2
LGC2.1 P03-H08-DO-21-31.GT 2
LGC2.1 P36-D10-Plate-36-DonCrab-105.GT 2
LGC2.1 P36-D12-Plate-36-DonCrab-115.GT 2
LGC2.1 P36-F11-Plate-36-RefW-053.GT 2
LGC2.1 P36-H10-Plate-36-RefW-056.GT 2
LGC2.1 P36-H11-Plate-36-ExpSkerry-012.GT 2
