N0_set r_set K_set M_set gen_factor nll
320 0.4 500 4 1.66666666666667 5739.18165881405
20 0.025 1000 4 1.66666666666667 6112.10951448198
40 0.025 1000 4 1.66666666666667 5926.17744007968
80 0.025 1000 4 1.66666666666667 5782.16659043513
160 0.025 1000 4 1.66666666666667 5711.6253150296
320 0.025 1000 4 1.66666666666667 5716.40341714
20 0.05 1000 4 1.66666666666667 5931.83067392957
40 0.05 1000 4 1.66666666666667 5791.58311322253
80 0.05 1000 4 1.66666666666667 5706.21104435706
160 0.05 1000 4 1.66666666666667 5687.48210506312
320 0.05 1000 4 1.66666666666667 5722.03020764332
20 0.1 1000 4 1.66666666666667 5757.8241973625
40 0.1 1000 4 1.66666666666667 5688.62536988916
80 0.1 1000 4 1.66666666666667 5670.18889765396
160 0.1 1000 4 1.66666666666667 5695.60459837953
320 0.1 1000 4 1.66666666666667 5743.92377738853
20 0.2 1000 4 1.66666666666667 5694.64332800379
40 0.2 1000 4 1.66666666666667 5670.69943753389
80 0.2 1000 4 1.66666666666667 5689.37360259162
160 0.2 1000 4 1.66666666666667 5730.68556673824
320 0.2 1000 4 1.66666666666667 5772.27781464727
20 0.4 1000 4 1.66666666666667 5684.69446073208
40 0.4 1000 4 1.66666666666667 5694.66904859953
80 0.4 1000 4 1.66666666666667 5731.06292261349
160 0.4 1000 4 1.66666666666667 5767.75483924104
320 0.4 1000 4 1.66666666666667 5793.97050963356
20 0.025 2000 4 1.66666666666667 6108.64187407741
40 0.025 2000 4 1.66666666666667 5919.98292380685
80 0.025 2000 4 1.66666666666667 5774.14335106596
160 0.025 2000 4 1.66666666666667 5704.30986471688
320 0.025 2000 4 1.66666666666667 5715.32528324204
20 0.05 2000 4 1.66666666666667 5923.09937504174
40 0.05 2000 4 1.66666666666667 5780.52972605222
80 0.05 2000 4 1.66666666666667 5695.32962570056
160 0.05 2000 4 1.66666666666667 5682.68359094453
320 0.05 2000 4 1.66666666666667 5731.51196526862
20 0.1 2000 4 1.66666666666667 5746.02538296455
40 0.1 2000 4 1.66666666666667 5679.89563919673
80 0.1 2000 4 1.66666666666667 5670.09430694498
160 0.1 2000 4 1.66666666666667 5710.12598687725
320 0.1 2000 4 1.66666666666667 5778.83689808355
20 0.2 2000 4 1.66666666666667 5701.66255195112
40 0.2 2000 4 1.66666666666667 5683.09948891845
80 0.2 2000 4 1.66666666666667 5713.01953305768
160 0.2 2000 4 1.66666666666667 5772.69872380656
320 0.2 2000 4 1.66666666666667 5834.8976484969
20 0.4 2000 4 1.66666666666667 5700.23111960427
40 0.4 2000 4 1.66666666666667 5722.08294899627
80 0.4 2000 4 1.66666666666667 5778.28323610237
160 0.4 2000 4 1.66666666666667 5835.80026274927
320 0.4 2000 4 1.66666666666667 5878.26729194972
20 0.025 4000 4 1.66666666666667 6106.49738252508
40 0.025 4000 4 1.66666666666667 5916.61198428077
80 0.025 4000 4 1.66666666666667 5770.14444104653
160 0.025 4000 4 1.66666666666667 5700.80573730432
320 0.025 4000 4 1.66666666666667 5715.63520313752
20 0.05 4000 4 1.66666666666667 5918.99791923727
40 0.05 4000 4 1.66666666666667 5775.01299476719
80 0.05 4000 4 1.66666666666667 5690.25261582706
160 0.05 4000 4 1.66666666666667 5681.79225449545
320 0.05 4000 4 1.66666666666667 5741.00228994438
20 0.1 4000 4 1.66666666666667 5740.7305070969
40 0.1 4000 4 1.66666666666667 5677.8028194965
80 0.1 4000 4 1.66666666666667 5675.35231266092
160 0.1 4000 4 1.66666666666667 5727.53465074404
320 0.1 4000 4 1.66666666666667 5813.25443265092
20 0.2 4000 4 1.66666666666667 5716.42517755231
40 0.2 4000 4 1.66666666666667 5702.9190537692
80 0.2 4000 4 1.66666666666667 5741.81143852997
160 0.2 4000 4 1.66666666666667 5816.51320693777
320 0.2 4000 4 1.66666666666667 5896.7646154043
20 0.4 4000 4 1.66666666666667 5723.74762536791
40 0.4 4000 4 1.66666666666667 5754.88369607475
80 0.4 4000 4 1.66666666666667 5827.40578124374
160 0.4 4000 4 1.66666666666667 5903.51679822447
320 0.4 4000 4 1.66666666666667 5961.75981561107
20 0.025 250 8 1.66666666666667 6342.78443462128
40 0.025 250 8 1.66666666666667 6198.7050820982
80 0.025 250 8 1.66666666666667 6029.43254994545
160 0.025 250 8 1.66666666666667 5899.51267761142
320 0.025 250 8 1.66666666666667 5843.73917343322
20 0.05 250 8 1.66666666666667 6208.64985032574
40 0.05 250 8 1.66666666666667 6076.43767655359
80 0.05 250 8 1.66666666666667 5952.72916155571
160 0.05 250 8 1.66666666666667 5876.56609013051
320 0.05 250 8 1.66666666666667 5851.12375888682
20 0.1 250 8 1.66666666666667 6045.58079024208
40 0.1 250 8 1.66666666666667 5960.14895828557
80 0.1 250 8 1.66666666666667 5893.03735444838
160 0.1 250 8 1.66666666666667 5861.8227175337
320 0.1 250 8 1.66666666666667 5855.10850813055
20 0.2 250 8 1.66666666666667 5964.95953442701
40 0.2 250 8 1.66666666666667 5903.43864241438
80 0.2 250 8 1.66666666666667 5869.19753459993
160 0.2 250 8 1.66666666666667 5857.56154070528
320 0.2 250 8 1.66666666666667 5855.74369372642
20 0.4 250 8 1.66666666666667 5928.8778189935
40 0.4 250 8 1.66666666666667 5881.68260613857
80 0.4 250 8 1.66666666666667 5863.01292995733
160 0.4 250 8 1.66666666666667 5857.11704367905
320 0.4 250 8 1.66666666666667 5855.50223750838
20 0.025 500 8 1.66666666666667 6331.46197576431
40 0.025 500 8 1.66666666666667 6172.97055115122
80 0.025 500 8 1.66666666666667 5987.87200284555
160 0.025 500 8 1.66666666666667 5849.71588267318
320 0.025 500 8 1.66666666666667 5800.21476211673
20 0.05 500 8 1.66666666666667 6174.55398692645
40 0.05 500 8 1.66666666666667 6022.16260865401
80 0.05 500 8 1.66666666666667 5882.9766840163
160 0.05 500 8 1.66666666666667 5805.38391047796
320 0.05 500 8 1.66666666666667 5792.97685608712
20 0.1 500 8 1.66666666666667 5974.03644568712
40 0.1 500 8 1.66666666666667 5875.14004364872
80 0.1 500 8 1.66666666666667 5803.63918527415
160 0.1 500 8 1.66666666666667 5781.65065349581
320 0.1 500 8 1.66666666666667 5792.22229078527
20 0.2 500 8 1.66666666666667 5878.31808623063
40 0.2 500 8 1.66666666666667 5809.16153027233
80 0.2 500 8 1.66666666666667 5780.83818553493
160 0.2 500 8 1.66666666666667 5783.93006879761
320 0.2 500 8 1.66666666666667 5796.76591261015
20 0.4 500 8 1.66666666666667 5840.98367789219
40 0.4 500 8 1.66666666666667 5794.00965423959
80 0.4 500 8 1.66666666666667 5787.07933294666
160 0.4 500 8 1.66666666666667 5793.6528458489
320 0.4 500 8 1.66666666666667 5800.97542632666
20 0.025 1000 8 1.66666666666667 6323.99069109102
40 0.025 1000 8 1.66666666666667 6159.7991683384
80 0.025 1000 8 1.66666666666667 5965.69193077124
160 0.025 1000 8 1.66666666666667 5824.36338926965
320 0.025 1000 8 1.66666666666667 5781.94899568341
20 0.05 1000 8 1.66666666666667 6155.56388028626
40 0.05 1000 8 1.66666666666667 5992.82739410464
80 0.05 1000 8 1.66666666666667 5846.46603542791
160 0.05 1000 8 1.66666666666667 5772.21578383499
320 0.05 1000 8 1.66666666666667 5775.54486294731
20 0.1 1000 8 1.66666666666667 5936.19568928919
40 0.1 1000 8 1.66666666666667 5832.94437924504
80 0.1 1000 8 1.66666666666667 5764.08658027785
160 0.1 1000 8 1.66666666666667 5755.9161153608
320 0.1 1000 8 1.66666666666667 5787.98460588189
20 0.2 1000 8 1.66666666666667 5842.87080479791
40 0.2 1000 8 1.66666666666667 5773.1970636487
80 0.2 1000 8 1.66666666666667 5755.55366141872
160 0.2 1000 8 1.66666666666667 5778.40657902852
320 0.2 1000 8 1.66666666666667 5811.58452687865
20 0.4 1000 8 1.66666666666667 5811.34023127837
40 0.4 1000 8 1.66666666666667 5772.45300636916
80 0.4 1000 8 1.66666666666667 5784.20807255668
160 0.4 1000 8 1.66666666666667 5809.90958838097
320 0.4 1000 8 1.66666666666667 5831.08182921366
20 0.025 2000 8 1.66666666666667 6320.21173989155
40 0.025 2000 8 1.66666666666667 6153.05134642938
80 0.025 2000 8 1.66666666666667 5954.31448530447
160 0.025 2000 8 1.66666666666667 5811.74196696543
320 0.025 2000 8 1.66666666666667 5774.90059828759
20 0.05 2000 8 1.66666666666667 6145.55477139931
40 0.05 2000 8 1.66666666666667 5977.77188945305
80 0.05 2000 8 1.66666666666667 5828.24459803174
160 0.05 2000 8 1.66666666666667 5758.44524452738
320 0.05 2000 8 1.66666666666667 5776.19261888097
20 0.1 2000 8 1.66666666666667 5918.02419620673
40 0.1 2000 8 1.66666666666667 5814.56844929964
80 0.1 2000 8 1.66666666666667 5752.20946800107
160 0.1 2000 8 1.66666666666667 5758.80715414101
320 0.1 2000 8 1.66666666666667 5812.3760987919
20 0.2 2000 8 1.66666666666667 5839.77071402028
40 0.2 2000 8 1.66666666666667 5772.76113143117
80 0.2 2000 8 1.66666666666667 5766.34886655687
160 0.2 2000 8 1.66666666666667 5808.78226213871
320 0.2 2000 8 1.66666666666667 5863.25113783202
20 0.4 2000 8 1.66666666666667 5817.36221180983
40 0.4 2000 8 1.66666666666667 5788.2067154915
80 0.4 2000 8 1.66666666666667 5820.00009731559
160 0.4 2000 8 1.66666666666667 5866.8946560851
320 0.4 2000 8 1.66666666666667 5904.10220280354
20 0.025 4000 8 1.66666666666667 6319.64663325224
40 0.025 4000 8 1.66666666666667 6149.50292073388
80 0.025 4000 8 1.66666666666667 5948.71268834004
160 0.025 4000 8 1.66666666666667 5805.538874745
320 0.025 4000 8 1.66666666666667 5772.21054290226
20 0.05 4000 8 1.66666666666667 6140.40313391889
40 0.05 4000 8 1.66666666666667 5970.00788317474
80 0.05 4000 8 1.66666666666667 5819.47619911438
160 0.05 4000 8 1.66666666666667 5752.97763648539
320 0.05 4000 8 1.66666666666667 5781.31918677806
20 0.1 4000 8 1.66666666666667 5909.37562257485
40 0.1 4000 8 1.66666666666667 5807.41152412741
80 0.1 4000 8 1.66666666666667 5751.30078833803
160 0.1 4000 8 1.66666666666667 5770.40784057048
320 0.1 4000 8 1.66666666666667 5841.90122163407
20 0.2 4000 8 1.66666666666667 5848.88469340336
40 0.2 4000 8 1.66666666666667 5785.84800315206
80 0.2 4000 8 1.66666666666667 5788.7731700037
160 0.2 4000 8 1.66666666666667 5847.31952879257
320 0.2 4000 8 1.66666666666667 5920.20669850069
20 0.4 4000 8 1.66666666666667 5836.19153216222
40 0.4 4000 8 1.66666666666667 5815.45567641678
80 0.4 4000 8 1.66666666666667 5864.26186060038
160 0.4 4000 8 1.66666666666667 5929.94765268637
320 0.4 4000 8 1.66666666666667 5982.27509891782
20 0.025 250 0 2 7239.26062122841
40 0.025 250 0 2 6598.26674713633
80 0.025 250 0 2 6205.51207820354
160 0.025 250 0 2 5989.65849144474
320 0.025 250 0 2 5891.85538248202
20 0.05 250 0 2 6730.93271802903
40 0.05 250 0 2 6314.69775873597
80 0.05 250 0 2 6075.17848349949
160 0.05 250 0 2 5954.22765775597
320 0.05 250 0 2 5904.29235876058
20 0.1 250 0 2 6326.24507488693
40 0.1 250 0 2 6102.38242012257
80 0.1 250 0 2 5984.89323951896
160 0.1 250 0 2 5931.91534660438
320 0.1 250 0 2 5911.67497974998
20 0.2 250 0 2 6117.22575824246
40 0.2 250 0 2 6000.03063361967
80 0.2 250 0 2 5945.71777939774
160 0.2 250 0 2 5923.14111260993
320 0.2 250 0 2 5914.29131185994
20 0.4 250 0 2 6016.46065822901
40 0.4 250 0 2 5955.86597616893
80 0.4 250 0 2 5930.44455068029
160 0.4 250 0 2 5919.88081373201
320 0.4 250 0 2 5915.32170824797
20 0.025 500 0 2 7185.65766571221
40 0.025 500 0 2 6530.06129477001
80 0.025 500 0 2 6127.04051456827
160 0.025 500 0 2 5906.09409293695
320 0.025 500 0 2 5814.49206593601
20 0.05 500 0 2 6638.45058717061
40 0.05 500 0 2 6206.0929918099
80 0.05 500 0 2 5958.27212646657
160 0.05 500 0 2 5838.64422725158
320 0.05 500 0 2 5800.75539906316
20 0.1 500 0 2 6192.90625797932
40 0.1 500 0 2 5960.71109941042
80 0.1 500 0 2 5844.23722728303
160 0.1 500 0 2 5800.78168178518
320 0.1 500 0 2 5795.39457050504
20 0.2 500 0 2 5967.41228662278
40 0.2 500 0 2 5848.68798138942
80 0.2 500 0 2 5802.85826944498
160 0.2 500 0 2 5793.38852126736
320 0.2 500 0 2 5796.4818468582
20 0.4 500 0 2 5863.19681086354
40 0.4 500 0 2 5809.50602563545
80 0.4 500 0 2 5795.98292238162
160 0.4 500 0 2 5795.83614252051
320 0.4 500 0 2 5798.29379633911
20 0.025 1000 0 2 7157.44251033784
40 0.025 1000 0 2 6496.2916093725
80 0.025 1000 0 2 6086.51364057302
160 0.025 1000 0 2 5864.13176411644
320 0.025 1000 0 2 5779.88678908313
20 0.05 1000 0 2 6589.84075698339
40 0.05 1000 0 2 6151.13716536263
80 0.05 1000 0 2 5899.28454532572
160 0.05 1000 0 2 5784.58966976715
320 0.05 1000 0 2 5761.86407268734
20 0.1 1000 0 2 6125.75627846203
40 0.1 1000 0 2 5893.75397783226
80 0.1 1000 0 2 5781.68492667011
160 0.1 1000 0 2 5750.94749320319
320 0.1 1000 0 2 5765.15409531176
20 0.2 1000 0 2 5901.39185608929
40 0.2 1000 0 2 5785.35375496978
80 0.2 1000 0 2 5750.57671771831
160 0.2 1000 0 2 5759.19216675234
320 0.2 1000 0 2 5781.04390875701
20 0.4 1000 0 2 5799.50690407682
40 0.4 1000 0 2 5757.61579416454
80 0.4 1000 0 2 5762.17934855564
160 0.4 1000 0 2 5779.64168290944
320 0.4 1000 0 2 5794.99064558757
20 0.025 2000 0 2 7142.42026920576
40 0.025 2000 0 2 6479.0899531659
80 0.025 2000 0 2 6066.09543119597
160 0.025 2000 0 2 5843.43941693553
320 0.025 2000 0 2 5765.35509950783
20 0.05 2000 0 2 6566.45027684534
40 0.05 2000 0 2 6123.09908225464
80 0.05 2000 0 2 5870.66089098201
160 0.05 2000 0 2 5761.97413980892
320 0.05 2000 0 2 5754.33318310347
20 0.1 2000 0 2 6095.85564468671
40 0.1 2000 0 2 5866.28348034646
80 0.1 2000 0 2 5762.42812814579
160 0.1 2000 0 2 5745.49065583724
320 0.1 2000 0 2 5780.20776598536
20 0.2 2000 0 2 5887.84058507961
40 0.2 2000 0 2 5774.49932792941
80 0.2 2000 0 2 5750.15820238477
160 0.2 2000 0 2 5777.44995260179
320 0.2 2000 0 2 5820.9091183194
20 0.4 2000 0 2 5790.17988740509
40 0.4 2000 0 2 5759.55639097039
80 0.4 2000 0 2 5783.70698278304
160 0.4 2000 0 2 5822.65671070113
320 0.4 2000 0 2 5855.14349788756
20 0.025 4000 0 2 7136.01366938482
40 0.025 4000 0 2 6470.21623234973
80 0.025 4000 0 2 6056.02640818352
160 0.025 4000 0 2 5833.29872013375
320 0.025 4000 0 2 5759.29455522365
20 0.05 4000 0 2 6554.91124697013
40 0.05 4000 0 2 6109.20125322106
80 0.05 4000 0 2 5857.12650389983
160 0.05 4000 0 2 5753.11565279353
320 0.05 4000 0 2 5757.48458208302
20 0.1 4000 0 2 6082.51917257467
40 0.1 4000 0 2 5857.33903889654
80 0.1 4000 0 2 5761.40834725666
160 0.1 4000 0 2 5756.89882566253
320 0.1 4000 0 2 5809.65367436531
20 0.2 4000 0 2 5896.24788633438
40 0.2 4000 0 2 5786.32730629136
80 0.2 4000 0 2 5770.38119576219
160 0.2 4000 0 2 5813.64774977139
320 0.2 4000 0 2 5877.22419205734
20 0.4 4000 0 2 5804.11693739754
40 0.4 4000 0 2 5782.48795368401
80 0.4 4000 0 2 5823.81090272841
160 0.4 4000 0 2 5883.36508143064
320 0.4 4000 0 2 5933.85363507654
20 0.025 250 1 2 6320.10131560783
40 0.025 250 1 2 6107.22711365633
80 0.025 250 1 2 5939.86824602155
160 0.025 250 1 2 5838.43217980039
320 0.025 250 1 2 5798.53405084462
20 0.05 250 1 2 6112.30152367188
40 0.05 250 1 2 5968.57322304578
80 0.05 250 1 2 5869.58603888532
160 0.05 250 1 2 5819.16837565052
320 0.05 250 1 2 5804.70071702405
20 0.1 250 1 2 5944.86841732872
40 0.1 250 1 2 5868.61403628343
80 0.1 250 1 2 5825.1908165734
160 0.1 250 1 2 5809.03745382021
320 0.1 250 1 2 5807.2867671614
20 0.2 250 1 2 5869.20754331423
40 0.2 250 1 2 5827.47141764946
80 0.2 250 1 2 5810.73953465334
160 0.2 250 1 2 5806.87220047885
320 0.2 250 1 2 5807.33141673289
20 0.4 250 1 2 5834.46618736632
40 0.4 250 1 2 5813.48785832851
80 0.4 250 1 2 5807.69534333548
160 0.4 250 1 2 5806.84306651678
320 0.4 250 1 2 5807.10599213823
20 0.025 500 1 2 6297.13094712643
40 0.025 500 1 2 6071.6399603395
80 0.025 500 1 2 5894.19339115767
160 0.025 500 1 2 5788.41603759309
320 0.025 500 1 2 5754.18067816888
20 0.05 500 1 2 6064.18758964731
40 0.05 500 1 2 5907.5143195958
80 0.05 500 1 2 5800.79884395856
160 0.05 500 1 2 5751.5983343432
320 0.05 500 1 2 5748.20855186447
20 0.1 500 1 2 5869.91957089509
40 0.1 500 1 2 5787.01963632418
80 0.1 500 1 2 5743.84856418338
160 0.1 500 1 2 5736.35051922782
320 0.1 500 1 2 5748.61307117619
20 0.2 500 1 2 5783.72680458752
40 0.2 500 1 2 5741.24170871261
80 0.2 500 1 2 5732.30750346607
160 0.2 500 1 2 5740.82800129324
320 0.2 500 1 2 5752.79107565844
20 0.4 500 1 2 5747.16714750574
40 0.4 500 1 2 5733.94462474193
80 0.4 500 1 2 5739.80401026446
160 0.4 500 1 2 5749.02621818735
320 0.4 500 1 2 5756.11327485556
20 0.025 1000 1 2 6284.6703378479
40 0.025 1000 1 2 6053.36937312147
80 0.025 1000 1 2 5870.38695979264
160 0.025 1000 1 2 5763.34130972821
320 0.025 1000 1 2 5735.463051435
20 0.05 1000 1 2 6038.61283639282
40 0.05 1000 1 2 5875.99524711092
80 0.05 1000 1 2 5766.2255278102
160 0.05 1000 1 2 5721.26709950979
320 0.05 1000 1 2 5731.15172782649
20 0.1 1000 1 2 5833.46474009579
40 0.1 1000 1 2 5750.40859323124
80 0.1 1000 1 2 5710.7266633867
160 0.1 1000 1 2 5714.06074256189
320 0.1 1000 1 2 5744.05004984983
20 0.2 1000 1 2 5751.71054479538
40 0.2 1000 1 2 5710.21989770375
80 0.2 1000 1 2 5710.3732038793
160 0.2 1000 1 2 5735.35646588988
320 0.2 1000 1 2 5764.84559281175
20 0.4 1000 1 2 5716.3213511571
40 0.4 1000 1 2 5713.6074677503
80 0.4 1000 1 2 5736.09381403677
160 0.4 1000 1 2 5761.87875218685
320 0.4 1000 1 2 5781.11520396418
20 0.025 2000 1 2 6278.20174573945
40 0.025 2000 1 2 6044.09231086363
80 0.025 2000 1 2 5858.29449716345
160 0.025 2000 1 2 5751.08133448118
320 0.025 2000 1 2 5728.56075584683
20 0.05 2000 1 2 6025.89129099373
40 0.05 2000 1 2 5860.09313522894
80 0.05 2000 1 2 5749.91196227613
160 0.05 2000 1 2 5710.16593413122
320 0.05 2000 1 2 5733.46672684212
20 0.1 2000 1 2 5818.56588829777
40 0.1 2000 1 2 5738.73132505615
80 0.1 2000 1 2 5705.70113652032
160 0.1 2000 1 2 5720.94857057825
320 0.1 2000 1 2 5769.7981049147
20 0.2 2000 1 2 5754.89077575361
40 0.2 2000 1 2 5714.8276310123
80 0.2 2000 1 2 5723.53138360403
160 0.2 2000 1 2 5765.62727136501
320 0.2 2000 1 2 5815.51549888096
20 0.4 2000 1 2 5722.42946536194
40 0.4 2000 1 2 5729.52613233531
80 0.4 2000 1 2 5770.35676433244
160 0.4 2000 1 2 5816.47098819224
320 0.4 2000 1 2 5851.96167289914
20 0.025 4000 1 2 6275.4945032138
40 0.025 4000 1 2 6039.25372499794
80 0.025 4000 1 2 5852.28901531264
160 0.025 4000 1 2 5745.12034459515
320 0.025 4000 1 2 5726.19103295897
20 0.05 4000 1 2 6019.61917560961
40 0.05 4000 1 2 5852.24553879463
80 0.05 4000 1 2 5742.41743287028
160 0.05 4000 1 2 5706.88221455603
320 0.05 4000 1 2 5741.12858507813
20 0.1 4000 1 2 5812.89652680514
40 0.1 4000 1 2 5737.50256809245
80 0.1 4000 1 2 5711.50062568843
160 0.1 4000 1 2 5737.94065408715
320 0.1 4000 1 2 5803.74879196608
20 0.2 4000 1 2 5771.67547731983
40 0.2 4000 1 2 5733.84078207825
80 0.2 4000 1 2 5749.81488729558
160 0.2 4000 1 2 5806.89075603838
320 0.2 4000 1 2 5876.02449338946
20 0.4 4000 1 2 5743.52274583899
40 0.4 4000 1 2 5758.80499074459
80 0.4 4000 1 2 5815.94841585014
160 0.4 4000 1 2 5881.78964207474
320 0.4 4000 1 2 5934.48784606143
20 0.025 250 2 2 6159.53351750966
40 0.025 250 2 2 5990.65541524862
80 0.025 250 2 2 5863.38565507012
160 0.025 250 2 2 5788.74525683811
320 0.025 250 2 2 5764.66571360553
20 0.05 250 2 2 5987.46475683424
40 0.05 250 2 2 5877.19239948172
80 0.05 250 2 2 5806.08789759578
160 0.05 250 2 2 5773.43425295309
320 0.05 250 2 2 5769.12612714656
20 0.1 250 2 2 5852.58072783348
40 0.1 250 2 2 5799.22665695742
80 0.1 250 2 2 5772.66296053929
160 0.1 250 2 2 5766.55437402228
320 0.1 250 2 2 5770.33945639529
20 0.2 250 2 2 5799.71602436
40 0.2 250 2 2 5772.48010614409
80 0.2 250 2 2 5764.99585864589
160 0.2 250 2 2 5766.34806025292
320 0.2 250 2 2 5769.58796245523
20 0.4 250 2 2 5780.0250200903
40 0.4 250 2 2 5766.69219332605
80 0.4 250 2 2 5765.5938284518
160 0.4 250 2 2 5767.33187078474
320 0.4 250 2 2 5768.95740910697
20 0.025 500 2 2 6140.17094695797
40 0.025 500 2 2 5960.67611901297
80 0.025 500 2 2 5824.56485522931
160 0.025 500 2 2 5746.64592686693
320 0.025 500 2 2 5729.48112994586
20 0.05 500 2 2 5946.1777464653
40 0.05 500 2 2 5825.16164726187
80 0.05 500 2 2 5747.89553343792
160 0.05 500 2 2 5717.87409582007
320 0.05 500 2 2 5726.01575295025
20 0.1 500 2 2 5787.7478568485
40 0.1 500 2 2 5730.1751262473
80 0.1 500 2 2 5705.60776605513
160 0.1 500 2 2 5709.63289709914
320 0.1 500 2 2 5728.50032454444
20 0.2 500 2 2 5727.27786034904
40 0.2 500 2 2 5701.71212389378
80 0.2 500 2 2 5703.66058225176
160 0.2 500 2 2 5718.50140332047
320 0.2 500 2 2 5733.92229716835
20 0.4 500 2 2 5708.33926509416
40 0.4 500 2 2 5704.69555436252
80 0.4 500 2 2 5716.4781214067
160 0.4 500 2 2 5729.01906204634
320 0.4 500 2 2 5737.88301461657
20 0.025 1000 2 2 6129.58605868725
40 0.025 1000 2 2 5945.13883131437
80 0.025 1000 2 2 5804.28952628897
160 0.025 1000 2 2 5725.71211023456
320 0.025 1000 2 2 5715.79273919686
20 0.05 1000 2 2 5924.14292009068
40 0.05 1000 2 2 5798.13141232345
80 0.05 1000 2 2 5718.83086830371
160 0.05 1000 2 2 5694.17883412266
320 0.05 1000 2 2 5716.64575999508
20 0.1 1000 2 2 5756.38900879765
40 0.1 1000 2 2 5699.94222017971
80 0.1 1000 2 2 5680.39298792411
160 0.1 1000 2 2 5696.55081297164
320 0.1 1000 2 2 5733.86612245087
20 0.2 1000 2 2 5702.08980106824
40 0.2 1000 2 2 5679.2726369056
80 0.2 1000 2 2 5691.70527876714
160 0.2 1000 2 2 5723.89752408779
320 0.2 1000 2 2 5757.20048727157
20 0.4 1000 2 2 5686.2142893565
40 0.4 1000 2 2 5694.62879118156
80 0.4 1000 2 2 5723.99562488414
160 0.4 1000 2 2 5753.57858014309
320 0.4 1000 2 2 5774.73874194657
20 0.025 2000 2 2 6124.11368513566
40 0.025 2000 2 2 5937.25801370974
80 0.025 2000 2 2 5793.95673821535
160 0.025 2000 2 2 5715.58124266269
320 0.025 2000 2 2 5711.55733549203
20 0.05 2000 2 2 5913.15484111578
40 0.05 2000 2 2 5784.55147271771
80 0.05 2000 2 2 5705.35593888435
160 0.05 2000 2 2 5686.64789716591
320 0.05 2000 2 2 5723.07380617382
20 0.1 2000 2 2 5743.84290523874
40 0.1 2000 2 2 5691.59937976244
80 0.1 2000 2 2 5679.62418511971
160 0.1 2000 2 2 5708.41689372932
320 0.1 2000 2 2 5764.77388448315
20 0.2 2000 2 2 5708.43664357958
40 0.2 2000 2 2 5688.39320974721
80 0.2 2000 2 2 5710.24269648062
160 0.2 2000 2 2 5759.8878017849
320 0.2 2000 2 2 5813.48448250417
20 0.4 2000 2 2 5696.69209964946
40 0.4 2000 2 2 5715.93563429746
80 0.4 2000 2 2 5764.2245515609
160 0.4 2000 2 2 5814.13613681958
320 0.4 2000 2 2 5851.30890337436
20 0.025 4000 2 2 6121.84638389827
40 0.025 4000 2 2 5933.13714202604
80 0.025 4000 2 2 5788.80804974491
160 0.025 4000 2 2 5710.69340027753
320 0.025 4000 2 2 5710.55605544745
20 0.05 4000 2 2 5907.72012510026
40 0.05 4000 2 2 5777.86256759414
80 0.05 4000 2 2 5699.26916222188
160 0.05 4000 2 2 5685.2112132224
320 0.05 4000 2 2 5732.81472335481
20 0.1 4000 2 2 5739.30662593491
40 0.1 4000 2 2 5691.97332309949
80 0.1 4000 2 2 5687.60335445029
160 0.1 4000 2 2 5727.91827196711
320 0.1 4000 2 2 5801.17049839823
20 0.2 4000 2 2 5726.69775502609
40 0.2 4000 2 2 5709.58477711159
80 0.2 4000 2 2 5739.18375836327
160 0.2 4000 2 2 5803.88032656465
320 0.2 4000 2 2 5876.45848793581
20 0.4 4000 2 2 5719.77999726646
40 0.4 4000 2 2 5747.87159556688
80 0.4 4000 2 2 5812.72742215907
160 0.4 4000 2 2 5882.15769767646
320 0.4 4000 2 2 5936.1238080761
20 0.025 250 4 2 6142.37805977151
40 0.025 250 4 2 5981.82467424454
80 0.025 250 4 2 5851.3322867682
160 0.025 250 4 2 5777.06269293044
320 0.025 250 4 2 5755.798243618
20 0.05 250 4 2 5981.06942725418
40 0.05 250 4 2 5868.48965234829
80 0.05 250 4 2 5794.02278784304
160 0.05 250 4 2 5762.118998864
320 0.05 250 4 2 5759.92430935478
20 0.1 250 4 2 5848.34680566573
40 0.1 250 4 2 5789.46830351955
80 0.1 250 4 2 5761.06602697222
160 0.1 250 4 2 5755.75919306442
320 0.1 250 4 2 5760.79374675157
20 0.2 250 4 2 5795.10900646243
40 0.2 250 4 2 5762.92125879659
80 0.2 250 4 2 5754.33816249584
160 0.2 250 4 2 5756.03003069351
320 0.2 250 4 2 5759.79034474289
20 0.4 250 4 2 5775.68861193999
40 0.4 250 4 2 5757.94117159612
80 0.4 250 4 2 5755.69546708402
160 0.4 250 4 2 5757.3107530503
320 0.4 250 4 2 5759.02184710066
20 0.025 500 4 2 6124.75590142944
40 0.025 500 4 2 5952.21894725845
80 0.025 500 4 2 5812.52645006108
160 0.025 500 4 2 5735.42952352169
320 0.025 500 4 2 5722.20868954093
20 0.05 500 4 2 5940.60671832703
40 0.05 500 4 2 5816.1262572391
80 0.05 500 4 2 5735.73196183006
160 0.05 500 4 2 5707.62575226667
320 0.05 500 4 2 5719.44508696381
20 0.1 500 4 2 5783.0391424387
40 0.1 500 4 2 5719.69314664977
80 0.1 500 4 2 5694.60122271597
160 0.1 500 4 2 5701.16122517721
320 0.1 500 4 2 5722.74856844345
20 0.2 500 4 2 5722.41761712751
40 0.2 500 4 2 5692.74193867756
80 0.2 500 4 2 5695.22944238575
160 0.2 500 4 2 5711.88321051844
