snailID;ln(gw);ln(gh);r0;h0;a0;c;apAngle;shellLength
Exp05_01a;-1.9758748025383;-1.91934296468962;0.224503756214869;0.622686947338947;0.368602191296937;1.13084706883599;24.9226832122118;4.26600190213928
Exp05_02a;-1.93509169919429;-1.89171749759811;0.246409322684304;0.595688199931957;0.37115694771394;1.17349565360817;15.3308547187992;5.30232684665788
Exp05_03a;-1.97112428541206;-1.89952586445664;0.247158221906219;0.583989754458873;0.362105637112915;1.28602550168678;30.2483527308293;4.6128508002203
Exp05_04a;-1.98134153542248;-1.81145161780633;0.259397583874947;0.560020964020339;0.348132986001395;1.37777218196567;21.5745788891504;4.04902348082299
Exp05_05a;-2.03157110610445;-1.7990085297486;0.234011579455294;0.610888000877565;0.377866920092957;1.1193625689695;20.0598118162241;5.21782961632716
Exp05_06a;-1.78631816324363;-1.77514662792495;0.282929177766509;0.592074262433055;0.391779599881541;1.11489383585588;16.6790752253984;4.60216747880126
Exp05_07a;-1.98190021252942;-1.93680566308403;0.223528125089356;0.615031289143608;0.348997292761006;1.22306901624103;22.7638217305772;5.02672653965187
Exp05_08a;-1.9430510476766;-1.8020893975184;0.236090381479984;0.617630810949083;0.373485324229771;1.12254999698795;18.1904557845784;4.19688427285067
Exp05_09a;-1.90754692695707;-1.73652576203274;0.256675122721292;0.590338991578153;0.368989476477459;1.23320678891525;26.6352473032195;4.56407570763561
Exp05_10a;-1.99699740877671;-1.82754025616999;0.206891555009487;0.593801072547025;0.379000165677196;1.19448190299232;20.3716194873735;3.64360054682675
Exp05_11a;-1.88826453443432;-1.6887209385764;0.221603018730924;0.60335516699619;0.391049430519327;1.13077595056443;15.0976886609212;4.08602537348037
Exp05_12a;-1.96617329710678;-1.77486978454541;0.228292920310577;0.605683229873131;0.365662532389011;1.21747999030349;28.051513556736;4.27142508634765
Exp05_13a;-1.94857345763606;-1.88236672687671;0.262618627934508;0.61305492923003;0.377016091104406;1.12436408611511;32.0646885535611;3.84116320013543
Exp05_14a;-2.1049053706633;-1.99490235480288;0.209254430334966;0.625461182025663;0.335489410856584;1.241282044644;22.50233223922;3.37347322884709
Exp05_15a;-1.99639305625054;-1.94889201328008;0.249507512084849;0.586801742030566;0.33490652845803;1.35805235717717;23.6804481816077;4.48307091840849
Exp05_16a;-1.77872683534164;-1.82732115153707;0.289684304425869;0.600950201988439;0.396038849224391;1.06677900142056;4.90844857748195;4.94565040460457
Exp05_17a;-1.83894952374942;-1.77209446849949;0.226905834274507;0.599026319152808;0.407859402483335;1.07769034867276;8.49126889095539;3.82141902788705
Exp05_18a;-1.95489629606704;-2.02064797424816;0.278138209712411;0.596318471458371;0.370040135468981;1.18913108151551;28.5384006077258;4.12305079454608
Exp05_19a;-1.97859374358982;-1.97987046480194;0.255297444639275;0.59703953130741;0.335829553112773;1.33715259543544;27.6752615410194;6.82623056619518
Exp05_20a;-2.01960554968372;-1.98441331480749;0.229421130042093;0.603089070380643;0.352613095893066;1.23221372867935;21.193027475385;4.91433373856597
Exp05_21a;-1.96975185525073;-1.82173611774142;0.206010322849765;0.635069578271786;0.390903069231531;1.04059425631613;12.5231627839997;4.14430297901827
Exp05_22a;-2.05567339054906;-1.95825701839634;0.29453064210432;0.634699157642488;0.321271476750038;1.30943811325876;39.5939394174377;5.16666465630719
Exp05_23a;-1.96675567841302;-1.95418590719657;0.290582832197607;0.610691993798261;0.329883572050197;1.28508395014763;24.4265672052604;6.03423765836562
Exp05_24a;-2.07520782634717;-2.03138622817339;0.267970165195158;0.649557893636093;0.322356450577793;1.20210341090241;30.0236739834543;4.89156058383526
Exp05_25a;-2.02715328041905;-1.97934517782962;0.251678271774288;0.592027017474309;0.329804843456798;1.34505709205459;20.3026279759594;5.44727372348828
Exp05_26a;-1.93494940901364;-1.8909336570186;0.243309665946087;0.63462120618966;0.365969832715149;1.07820873674686;7.73498184198716;4.5248958766161
Exp05_27a;-1.92404048651285;-1.81058944841587;0.26900050813005;0.622290132527014;0.37621853638014;1.07844902022143;17.3997563062392;5.18576677467423
Exp05_28a;-2.02514828583037;-1.88945945328598;0.21037825579441;0.633197221535471;0.351482292389767;1.15090552788326;11.9067274184534;3.30957554963465
Exp05_29a;-1.99650532515594;-1.93306027835286;0.274753828242653;0.616186128938408;0.327834947838145;1.31934701089492;32.3267243095755;5.50290463252073
Exp05_30a;-2.01000629116072;-1.86954114485228;0.232135640796677;0.631924950090052;0.371841117399953;1.08094190783195;21.2493768844026;4.21756059315822
Exp05_31a;-2.04103902243831;-1.9663960317778;0.233694400333061;0.634573677294819;0.337934019504405;1.21198259138394;29.9150143177486;5.13802518975681
Exp05_32a;-1.90047714417424;-1.93570479559148;0.272143091274505;0.581530028498993;0.358531047479921;1.26035903847556;20.8796307572669;4.8081034512055
Exp05_33a;-1.93572741187767;-1.94280972076991;0.284707599477437;0.614877724056751;0.336444645786057;1.22988566266012;18.7365800000252;6.21631716275065
Exp05_34a;-2.04641597119872;-1.98158228909243;0.243921796401709;0.614381411154115;0.322955027923064;1.34769261184746;29.5819854017899;5.48760338132891
Exp05_35a;-2.2044743551974;-1.92695243889892;0.163622615148734;0.665953364349755;0.332055695867885;1.1732332064438;20.2736517399576;5.0261534199991
Exp05_36a;-2.0645623320833;-1.89079703012392;0.214497134870055;0.621708994156988;0.374558009763887;1.12028919404726;27.2301210375514;3.87554546666818
Exp05_37a;-2.04829032378162;-2.00179857636044;0.212406002836292;0.627014596393181;0.351332165575874;1.16684667398653;18.2431765036994;4.91487698721713
Exp05_38a;-2.07454826793772;-1.97004514787766;0.21067571839905;0.601903354184498;0.372527485810416;1.1720782706754;21.4598977439399;4.79008802670167
