snailID;ln(gw);ln(gh);r0;h0;a0;c;apAngle;shellLength
Rskerry_0001;-2.06607650449737;-2.05026878863551;0.21542447315418;0.610811712164045;0.327861046066997;1.30660672747206;18.5728615688202;6.49769253031547
Rskerry_0002;-1.90875752671215;-1.80424564100939;0.254298965767983;0.590419941012981;0.369873342084055;1.25870319701361;34.2146435410822;6.43033478910774
Rskerry_0003;-1.91232322421499;-1.88962843311551;0.259327234556468;0.591539740952313;0.366289738828614;1.23078306814227;28.0525579265067;8.33610785063949
Rskerry_0004;-1.96164987245892;-1.63862714381837;0.213321805886449;0.574551437145244;0.390516764047107;1.19567052595886;16.4196776629489;8.22999044115238
Rskerry_0005;-2.05450078500155;-1.85730298635699;0.230214611617218;0.599550519427968;0.346695071886821;1.26084097799442;17.8604369670587;6.85376389423474
Rskerry_0006;-2.01092302643567;-1.92277817006937;0.23092087431343;0.606883190678181;0.354031927421735;1.25377411615341;31.1798348216765;4.88043118734761
Rskerry_0007;-2.09603062011064;-1.7944798712264;0.210834163735442;0.669991191770371;0.341063892902417;1.14090464342915;44.9038092713658;5.63648673920431
Rskerry_0008;-2.16666332309977;-1.9751322678318;0.199435068179168;0.605521766518547;0.348013856588419;1.2562395551479;22.1917862286827;8.08883385056926
Rskerry_0009;-2.02299273258334;-1.91820093739584;0.186173381489369;0.624410664847149;0.395724627409078;1.06176601308686;16.5349903243482;4.16517095464407
Rskerry_0010;-1.94979209679394;-1.87773734071345;0.24653161128762;0.591904141569656;0.365224103384621;1.25321539084073;31.0375457823477;4.47858218411736
Rskerry_0011;-2.04736421428594;-1.99775525490497;0.190896489017417;0.59576753588634;0.38598281756803;1.16180111592147;21.2518145290161;5.58009007640566
Rskerry_0012;-1.96145819135636;-1.8539708258772;0.244491786157025;0.56975739283088;0.345552554172231;1.35369473233999;18.0472694384156;4.57338934462339
Rskerry_0013;-1.94928255606338;-1.94096482912962;0.206851960334351;0.570084256208905;0.398318980098673;1.16869611011205;9.04731274340378;5.11033711661882
Rskerry_0014;-2.09860934578004;-2.08219620306438;0.20947817367166;0.550976963079053;0.346913766527588;1.41113714697391;18.9485861224433;5.07942673514044
Rskerry_0016;-2.19044161430441;-1.77172402235423;0.19349621192632;0.642592398772444;0.313393382024983;1.30398451826092;23.2677513935778;5.77473657290057
Rskerry_0017;-2.11181086687659;-2.00357411351607;0.209128395616567;0.595067559204694;0.359598875808958;1.25265309263813;26.3252556133166;4.77643048192895
Rskerry_0018;-2.06984745871127;-2.00551910834708;0.251863243682996;0.563889597003119;0.313052033490736;1.51116415163214;19.6541284933382;4.65358090898282
Rskerry_0019;-2.09688273858368;-1.97422099583163;0.240924674012339;0.600395783227193;0.334555217170934;1.28656233879293;16.8273653304871;4.42979952021357
Rskerry_0020;-2.10089309301312;-1.86724078091988;0.206257703663139;0.594893800555276;0.319677411755807;1.48891773842158;31.3548890854604;4.5997729824416
Rskerry_0021;-2.05933221400487;-1.99398023205726;0.239408902381808;0.587944781311815;0.329787084631633;1.39361073462954;26.6199010171042;4.75575103388998
Rskerry_0022;-1.99694205939908;-1.94478810472891;0.227565601060509;0.55394488798968;0.365823797389268;1.29601380713277;5.6358822407712;4.35810053195443
Rskerry_0023;-1.93994771177954;-1.71167604095783;0.219669941630165;0.573217033777375;0.387474320345988;1.23173104351956;24.2249612990568;5.91483128281338
Rskerry_0024;-1.99233977801439;-1.96343280543277;0.2342187757877;0.599034923035186;0.34180767154354;1.30181296372089;24.7293869216034;5.89174695003111
Rskerry_0025;-1.99619378249067;-1.99562701806264;0.206887384681338;0.579897947858187;0.355954951259171;1.28173161727772;11.2143103463162;4.47264686515721
Rskerry_0026;-1.99276759074361;-2.02742815925531;0.238268234926045;0.56026655511686;0.370107088443026;1.28430478860693;19.7137102261045;4.23386297610474
Rskerry_0027;-2.01416041494228;-1.91073936499752;0.214393057541103;0.61467735894154;0.360603788601273;1.25741356382993;39.4159998753641;5.06767167842337
Rskerry_0028;-1.91018555883863;-1.89738316646784;0.221002489908558;0.592386255065729;0.390421153860358;1.14198222322905;18.2146392891055;4.36105523661752
Rskerry_0029;-1.90545033870038;-1.88309699547425;0.232537949673873;0.599799241555913;0.365226887469912;1.21897284984103;25.6184766913496;3.90629838884434
Rskerry_0030;-1.96115661252373;-1.81749280259573;0.197939864147542;0.602475202005522;0.396733884676251;1.14751350147326;30.2776543200314;3.53625335499477
Rskerry_0031;-2.15468347142682;-2.02375772458327;0.219772614997607;0.618547587733592;0.338282993055966;1.29492043476601;35.2118965184218;4.39583412388063
